timestep,time,price [EUR/kWh],grid supply [kW],fixed load [kW],battery power [kW],bat. stored energy [kWh],flex band min [kW],flex band base [kW],flex band max [kW],battery feed-in [kW],sum CS power [kW],# occupied CS [-],# CS in use [-],CS_golf_0 [kW],CS_golf_1 [kW],CS_golf_2 [kW],CS_sprinter_0 [kW],CS_sprinter_1 [kW],CS_sprinter_2 [kW]
170,2024-05-14 18:30:00,77.05,-44.0,0,0,0.0,-50.0,0,100.0,0,44.0,6,3,0.0,0.0,22.0,0.0,11.0,11.0
171,2024-05-14 18:45:00,149.98,-22.0,0,0,0.0,-50.0,0,100.0,0,22.0,6,2,0.0,0.0,0.0,0.0,11.0,11.0
172,2024-05-14 19:00:00,54.0,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,6,1,0.0,0.0,0.0,0.0,11.0,0.0
173,2024-05-14 19:15:00,80.21,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,6,1,0.0,0.0,0.0,0.0,11.0,0.0
174,2024-05-14 19:30:00,104.92,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,6,1,0.0,0.0,0.0,0.0,11.0,0.0
175,2024-05-14 19:45:00,104.97,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
176,2024-05-14 20:00:00,129.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
177,2024-05-14 20:15:00,97.95,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
178,2024-05-14 20:30:00,76.34,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
179,2024-05-14 20:45:00,61.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
180,2024-05-14 21:00:00,104.99,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
181,2024-05-14 21:15:00,93.94,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
182,2024-05-14 21:30:00,69.99,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
183,2024-05-14 21:45:00,55.14,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
184,2024-05-14 22:00:00,101.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
185,2024-05-14 22:15:00,73.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
186,2024-05-14 22:30:00,57.46,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
187,2024-05-14 22:45:00,41.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
188,2024-05-14 23:00:00,69.97,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
189,2024-05-14 23:15:00,56.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
190,2024-05-14 23:30:00,45.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
191,2024-05-14 23:45:00,37.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
192,2024-05-15 00:00:00,54.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
193,2024-05-15 00:15:00,41.5,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
194,2024-05-15 00:30:00,28.1,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
195,2024-05-15 00:45:00,20.12,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
196,2024-05-15 01:00:00,37.2,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
197,2024-05-15 01:15:00,37.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
198,2024-05-15 01:30:00,30.5,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
199,2024-05-15 01:45:00,19.17,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
200,2024-05-15 02:00:00,27.5,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
201,2024-05-15 02:15:00,32.2,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
202,2024-05-15 02:30:00,22.6,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
203,2024-05-15 02:45:00,33.3,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
204,2024-05-15 03:00:00,21.2,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
205,2024-05-15 03:15:00,25.07,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
206,2024-05-15 03:30:00,32.2,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
207,2024-05-15 03:45:00,34.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
208,2024-05-15 04:00:00,11.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
209,2024-05-15 04:15:00,28.55,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
210,2024-05-15 04:30:00,26.6,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
211,2024-05-15 04:45:00,43.57,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
212,2024-05-15 05:00:00,5.08,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
213,2024-05-15 05:15:00,22.27,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
214,2024-05-15 05:30:00,64.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
215,2024-05-15 05:45:00,84.96,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
216,2024-05-15 06:00:00,64.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
217,2024-05-15 06:15:00,69.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
218,2024-05-15 06:30:00,73.76,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
219,2024-05-15 06:45:00,69.8,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
220,2024-05-15 07:00:00,109.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
221,2024-05-15 07:15:00,84.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
222,2024-05-15 07:30:00,79.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
223,2024-05-15 07:45:00,54.07,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
224,2024-05-15 08:00:00,109.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
225,2024-05-15 08:15:00,56.2,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0,0.0
226,2024-05-15 08:30:00,52.79,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0,0.0
227,2024-05-15 08:45:00,20.1,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
228,2024-05-15 09:00:00,70.1,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
229,2024-05-15 09:15:00,47.6,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
230,2024-05-15 09:30:00,22.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
231,2024-05-15 09:45:00,-16.09,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
232,2024-05-15 10:00:00,46.21,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
233,2024-05-15 10:15:00,24.5,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
234,2024-05-15 10:30:00,-3.3,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
235,2024-05-15 10:45:00,-39.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
236,2024-05-15 11:00:00,39.48,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
237,2024-05-15 11:15:00,14.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
238,2024-05-15 11:30:00,-3.3,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
239,2024-05-15 11:45:00,-49.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
240,2024-05-15 12:00:00,24.97,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
241,2024-05-15 12:15:00,-0.04,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
242,2024-05-15 12:30:00,-15.02,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
243,2024-05-15 12:45:00,-29.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
244,2024-05-15 13:00:00,4.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
245,2024-05-15 13:15:00,1.6,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
246,2024-05-15 13:30:00,-10.06,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
247,2024-05-15 13:45:00,-18.53,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
248,2024-05-15 14:00:00,-20.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
249,2024-05-15 14:15:00,-10.18,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
250,2024-05-15 14:30:00,-9.6,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
251,2024-05-15 14:45:00,4.98,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
252,2024-05-15 15:00:00,-35.05,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
253,2024-05-15 15:15:00,-15.05,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,3,0,0.0,0.0,0.0,0,0,0
254,2024-05-15 15:30:00,4.98,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,4,1,0.0,0.0,0.0,11.0,0,0
255,2024-05-15 15:45:00,29.98,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,4,1,0.0,0.0,0.0,11.0,0,0
256,2024-05-15 16:00:00,-54.1,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,4,1,0.0,0.0,0.0,11.0,0,0
257,2024-05-15 16:15:00,-10.07,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,4,1,0.0,0.0,0.0,11.0,0,0
258,2024-05-15 16:30:00,24.9,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,4,1,0.0,0.0,0.0,11.0,0,0
259,2024-05-15 16:45:00,52.89,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0,0
260,2024-05-15 17:00:00,-35.09,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0,0
261,2024-05-15 17:15:00,14.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0,0
262,2024-05-15 17:30:00,44.17,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0,0
263,2024-05-15 17:45:00,91.6,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,5,1,0.0,0.0,0.0,0.0,0,11.0
264,2024-05-15 18:00:00,9.9,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,5,1,0.0,0.0,0.0,0.0,0,11.0
265,2024-05-15 18:15:00,45.9,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,5,1,0.0,0.0,0.0,0.0,0,11.0
266,2024-05-15 18:30:00,82.7,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,5,1,0.0,0.0,0.0,0.0,0,11.0
267,2024-05-15 18:45:00,108.7,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,5,1,0.0,0.0,0.0,0.0,0,11.0
268,2024-05-15 19:00:00,64.91,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,5,1,0.0,0.0,0.0,0.0,0,11.0
269,2024-05-15 19:15:00,81.14,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,6,1,0.0,0.0,0.0,0.0,11.0,0.0
270,2024-05-15 19:30:00,99.94,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,6,1,0.0,0.0,0.0,0.0,11.0,0.0
271,2024-05-15 19:45:00,110.0,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,6,1,0.0,0.0,0.0,0.0,11.0,0.0
272,2024-05-15 20:00:00,104.95,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,6,1,0.0,0.0,0.0,0.0,11.0,0.0
273,2024-05-15 20:15:00,98.1,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,6,1,0.0,0.0,0.0,0.0,11.0,0.0
274,2024-05-15 20:30:00,97.5,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,6,1,0.0,0.0,0.0,0.0,11.0,0.0
275,2024-05-15 20:45:00,82.86,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
276,2024-05-15 21:00:00,109.29,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
277,2024-05-15 21:15:00,78.6,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
278,2024-05-15 21:30:00,69.8,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
279,2024-05-15 21:45:00,61.1,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
280,2024-05-15 22:00:00,99.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
281,2024-05-15 22:15:00,75.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
282,2024-05-15 22:30:00,61.12,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
283,2024-05-15 22:45:00,30.08,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
284,2024-05-15 23:00:00,81.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
285,2024-05-15 23:15:00,58.69,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
286,2024-05-15 23:30:00,40.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
287,2024-05-15 23:45:00,31.7,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
288,2024-05-16 00:00:00,54.7,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
289,2024-05-16 00:15:00,43.1,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
290,2024-05-16 00:30:00,39.64,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
291,2024-05-16 00:45:00,33.5,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
292,2024-05-16 01:00:00,54.3,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
293,2024-05-16 01:15:00,41.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
294,2024-05-16 01:30:00,34.1,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
295,2024-05-16 01:45:00,17.39,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
296,2024-05-16 02:00:00,41.3,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
297,2024-05-16 02:15:00,35.8,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
298,2024-05-16 02:30:00,34.3,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
299,2024-05-16 02:45:00,34.1,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
300,2024-05-16 03:00:00,32.06,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
301,2024-05-16 03:15:00,33.5,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
302,2024-05-16 03:30:00,34.1,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
303,2024-05-16 03:45:00,34.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
304,2024-05-16 04:00:00,36.12,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
305,2024-05-16 04:15:00,32.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
306,2024-05-16 04:30:00,38.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
307,2024-05-16 04:45:00,43.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
308,2024-05-16 05:00:00,20.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
309,2024-05-16 05:15:00,42.57,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
310,2024-05-16 05:30:00,64.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
311,2024-05-16 05:45:00,79.98,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
312,2024-05-16 06:00:00,69.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
313,2024-05-16 06:15:00,74.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
314,2024-05-16 06:30:00,84.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
315,2024-05-16 06:45:00,83.13,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
316,2024-05-16 07:00:00,104.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
317,2024-05-16 07:15:00,87.85,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
318,2024-05-16 07:30:00,84.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
319,2024-05-16 07:45:00,79.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,4,0,0,0.0,0.0,0,0.0,0.0
320,2024-05-16 08:00:00,109.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,4,0,0,0.0,0.0,0,0.0,0.0
321,2024-05-16 08:15:00,66.7,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,4,0,0,0.0,0.0,0,0.0,0.0
322,2024-05-16 08:30:00,59.9,-0.0,0,0,0.0,-50.0,0,94,0.0,0.0,2,0,0,0.0,0.0,0,0,0
323,2024-05-16 08:45:00,57.06,-0.0,0,0,0.0,-50.0,0,72,0.0,0.0,1,0,0,0,0.0,0,0,0
324,2024-05-16 09:00:00,89.92,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
325,2024-05-16 09:15:00,48.3,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
326,2024-05-16 09:30:00,23.4,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
327,2024-05-16 09:45:00,2.97,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
328,2024-05-16 10:00:00,66.7,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
329,2024-05-16 10:15:00,28.75,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
330,2024-05-16 10:30:00,0.5,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
331,2024-05-16 10:45:00,-30.7,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
332,2024-05-16 11:00:00,38.1,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
333,2024-05-16 11:15:00,8.3,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
334,2024-05-16 11:30:00,4.7,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
