time,price
2024-06-17T00:00+02:00,0.17662
2024-06-17T01:00+02:00,0.16673
2024-06-17T02:00+02:00,0.16881000000000002
2024-06-17T03:00+02:00,0.17181000000000002
2024-06-17T04:00+02:00,0.17356
2024-06-17T05:00+02:00,0.19002000000000002
2024-06-17T06:00+02:00,0.21913
2024-06-17T07:00+02:00,0.23268000000000003
2024-06-17T08:00+02:00,0.21623
2024-06-17T09:00+02:00,0.18473
2024-06-17T10:00+02:00,0.16211
2024-06-17T11:00+02:00,0.15501
2024-06-17T12:00+02:00,0.14186
2024-06-17T13:00+02:00,0.13945000000000002
2024-06-17T14:00+02:00,0.14662
2024-06-17T15:00+02:00,0.15454
2024-06-17T16:00+02:00,0.16421
2024-06-17T17:00+02:00,0.18858
2024-06-17T18:00+02:00,0.21416000000000002
2024-06-17T19:00+02:00,0.25737
2024-06-17T20:00+02:00,0.31016
2024-06-17T21:00+02:00,0.30001
2024-06-17T22:00+02:00,0.22815000000000002
2024-06-17T23:00+02:00,0.20155
2024-06-18T00:00+02:00,0.19692
2024-06-18T01:00+02:00,0.19029000000000001
2024-06-18T02:00+02:00,0.18753
2024-06-18T03:00+02:00,0.18929
2024-06-18T04:00+02:00,0.19029000000000001
2024-06-18T05:00+02:00,0.19594
2024-06-18T06:00+02:00,0.23449
2024-06-18T07:00+02:00,0.23016999999999999
2024-06-18T08:00+02:00,0.19596
2024-06-18T09:00+02:00,0.1809
2024-06-18T10:00+02:00,0.16991
2024-06-18T11:00+02:00,0.15481
2024-06-18T12:00+02:00,0.15116000000000002
2024-06-18T13:00+02:00,0.15103
2024-06-18T14:00+02:00,0.15704
2024-06-18T15:00+02:00,0.17312
2024-06-18T16:00+02:00,0.17624
2024-06-18T17:00+02:00,0.19006
2024-06-18T18:00+02:00,0.23325
2024-06-18T19:00+02:00,0.25819000000000003
2024-06-18T20:00+02:00,0.27187
2024-06-18T21:00+02:00,0.23447
2024-06-18T22:00+02:00,0.2042
2024-06-18T23:00+02:00,0.19163
2024-06-19T00:00+02:00,0.19995000000000002
2024-06-19T01:00+02:00,0.19143000000000002
2024-06-19T02:00+02:00,0.18685000000000002
2024-06-19T03:00+02:00,0.18578
2024-06-19T04:00+02:00,0.18347000000000002
2024-06-19T05:00+02:00,0.18641000000000002
2024-06-19T06:00+02:00,0.21255000000000002
2024-06-19T07:00+02:00,0.21683000000000002
2024-06-19T08:00+02:00,0.20733000000000001
2024-06-19T09:00+02:00,0.18631
2024-06-19T10:00+02:00,0.1751
2024-06-19T11:00+02:00,0.16623
2024-06-19T12:00+02:00,0.15803
2024-06-19T13:00+02:00,0.13984000000000002
2024-06-19T14:00+02:00,0.12241
2024-06-19T15:00+02:00,0.12356
2024-06-19T16:00+02:00,0.15990000000000001
2024-06-19T17:00+02:00,0.17
2024-06-19T18:00+02:00,0.18844
2024-06-19T19:00+02:00,0.20290000000000002
2024-06-19T20:00+02:00,0.24366000000000002
2024-06-19T21:00+02:00,0.21508
2024-06-19T22:00+02:00,0.20826
2024-06-19T23:00+02:00,0.19321
2024-06-20T00:00+02:00,0.18589
2024-06-20T01:00+02:00,0.17862
2024-06-20T02:00+02:00,0.17887999999999998
2024-06-20T03:00+02:00,0.17881999999999998
2024-06-20T04:00+02:00,0.17862
2024-06-20T05:00+02:00,0.18655
2024-06-20T06:00+02:00,0.21411000000000002
2024-06-20T07:00+02:00,0.21284000000000003
2024-06-20T08:00+02:00,0.20299
2024-06-20T09:00+02:00,0.18069000000000002
2024-06-20T10:00+02:00,0.16913
2024-06-20T11:00+02:00,0.15877000000000002
2024-06-20T12:00+02:00,0.15546000000000001
2024-06-20T13:00+02:00,0.15381
2024-06-20T14:00+02:00,0.15718000000000001
2024-06-20T15:00+02:00,0.16858
2024-06-20T16:00+02:00,0.18
2024-06-20T17:00+02:00,0.19827
2024-06-20T18:00+02:00,0.21931
2024-06-20T19:00+02:00,0.25562
2024-06-20T20:00+02:00,0.30008999999999997
2024-06-20T21:00+02:00,0.23006000000000001
2024-06-20T22:00+02:00,0.21183000000000002
2024-06-20T23:00+02:00,0.19505
2024-06-21T00:00+02:00,0.20081
2024-06-21T01:00+02:00,0.19077
2024-06-21T02:00+02:00,0.18995
2024-06-21T03:00+02:00,0.18783
2024-06-21T04:00+02:00,0.18631
2024-06-21T05:00+02:00,0.18614
2024-06-21T06:00+02:00,0.19692
2024-06-21T07:00+02:00,0.2228
2024-06-21T08:00+02:00,0.22184
2024-06-21T09:00+02:00,0.21167000000000002
2024-06-21T10:00+02:00,0.20065
2024-06-21T11:00+02:00,0.18994
2024-06-21T12:00+02:00,0.18854
2024-06-21T13:00+02:00,0.18268
2024-06-21T14:00+02:00,0.17822
2024-06-21T15:00+02:00,0.18203000000000003
2024-06-21T16:00+02:00,0.18885000000000002
2024-06-21T17:00+02:00,0.20065
2024-06-21T18:00+02:00,0.21000000000000002
2024-06-21T19:00+02:00,0.21693
2024-06-21T20:00+02:00,0.2144
2024-06-21T21:00+02:00,0.20526
2024-06-21T22:00+02:00,0.19599
2024-06-21T23:00+02:00,0.18214000000000002
2024-06-22T00:00+02:00,0.18007
2024-06-22T01:00+02:00,0.17025
2024-06-22T02:00+02:00,0.16243000000000002
2024-06-22T03:00+02:00,0.15050000000000002
2024-06-22T04:00+02:00,0.14962
2024-06-22T05:00+02:00,0.14647
2024-06-22T06:00+02:00,0.16056
2024-06-22T07:00+02:00,0.14889000000000002
2024-06-22T08:00+02:00,0.14492
2024-06-22T09:00+02:00,0.13465
2024-06-22T10:00+02:00,0.11254
2024-06-22T11:00+02:00,0.10359
2024-06-22T12:00+02:00,0.10262
2024-06-22T13:00+02:00,0.10003000000000001
2024-06-22T14:00+02:00,0.09999000000000001
2024-06-22T15:00+02:00,0.09993
2024-06-22T16:00+02:00,0.10423
2024-06-22T17:00+02:00,0.14259
2024-06-22T18:00+02:00,0.18048999999999998
2024-06-22T19:00+02:00,0.21216000000000002
2024-06-22T20:00+02:00,0.22281
2024-06-22T21:00+02:00,0.22405
2024-06-22T22:00+02:00,0.21017000000000002
2024-06-22T23:00+02:00,0.18977
2024-06-23T00:00+02:00,0.19049
2024-06-23T01:00+02:00,0.17925000000000002
2024-06-23T02:00+02:00,0.17124
2024-06-23T03:00+02:00,0.17067
2024-06-23T04:00+02:00,0.16694
2024-06-23T05:00+02:00,0.16209
2024-06-23T06:00+02:00,0.1579
2024-06-23T07:00+02:00,0.14635
2024-06-23T08:00+02:00,0.11977
2024-06-23T09:00+02:00,0.10424
2024-06-23T10:00+02:00,0.1
2024-06-23T11:00+02:00,0.09995000000000001
2024-06-23T12:00+02:00,0.0999
2024-06-23T13:00+02:00,0.09895000000000001
2024-06-23T14:00+02:00,0.09779
2024-06-23T15:00+02:00,0.09795000000000001
2024-06-23T16:00+02:00,0.09973
2024-06-23T17:00+02:00,0.12261
2024-06-23T18:00+02:00,0.17112
2024-06-23T19:00+02:00,0.1995
2024-06-23T20:00+02:00,0.21514
2024-06-23T21:00+02:00,0.21544000000000002
2024-06-23T22:00+02:00,0.21433000000000002
2024-06-23T23:00+02:00,0.19979000000000002
